LEMMA|POS,LEMMA,POS,FREQUENCY,INFLECTIONS
restrain|v,restrain,v,41,"restrain, restrained, restraining, restrains"
satisfaction|n,satisfaction,n,41,"satisfaction, satisfactions"
secondly|r,secondly,r,41,secondly
single|n,single,n,41,"single, singles"
sip|n,sip,n,41,"sip, sips"
sponsor|v,sponsor,v,41,"sponsor, sponsored, sponsoring, sponsors"
sprinkles|n,sprinkles,n,41,sprinkles
steel|n,steel,n,41,"steel, steels"
subtitle|n,subtitle,n,41,"subtitle, subtitles"
tackle|v,tackle,v,41,"tackle, tackled, tackles, tackling"
tacky|j,tacky,j,41,"tacky, tackier, tackiest"
territory|n,territory,n,41,"territory, territories"
tourist|n,tourist,n,41,"tourist, tourists"
tremendous|j,tremendous,j,41,tremendous
trim|v,trim,v,41,"trim, trimmed, trimming, trims"
tux|n,tux,n,41,"tux, tuxes"
valentine|n,valentine,n,41,"valentine, valentines"
vegan|n,vegan,n,41,"vegan, vegans"
womb|n,womb,n,41,"womb, wombs"
institute|n,institute,n,41,"institute, institutes"
paw|n,paw,n,41,"paw, paws"
absence|n,absence,n,40,"absence, absences"
acceptable|j,acceptable,j,40,acceptable
apart|j,apart,j,40,apart
assemble|v,assemble,v,40,"assemble, assembled, assembles, assembling"
assistance|n,assistance,n,40,assistance
back|v,back,v,40,"back, backed, backing, backs"
bluff|v,bluff,v,40,"bluff, bluffed, bluffing, bluffs"
bribe|v,bribe,v,40,"bribe, bribed, bribes, bribing"
bum|v,bum,v,40,"bum, bummed, bumming, bums"
conceive|v,conceive,v,40,"conceive, conceived, conceives, conceiving"
diner|n,diner,n,40,"diner, diners"
donor|n,donor,n,40,"donor, donors"
drill|v,drill,v,40,"drill, drilled, drilling, drills"
expel|v,expel,v,40,"expel, expelled, expelling, expels"
finals|n,finals,n,40,finals
flow|v,flow,v,40,"flow, flowed, flowing, flows"
garlic|n,garlic,n,40,"garlic, garlics"
golf|v,golf,v,40,"golf, golfed, golfing, golfs"
groin|n,groin,n,40,"groin, groins"
handful|n,handful,n,40,"handful, handfuls"
hike|v,hike,v,40,"hike, hiked, hikes, hiking"
importance|n,importance,n,40,"importance, importances"
intimacy|n,intimacy,n,40,"intimacy, intimacies"
inventor|n,inventor,n,40,"inventor, inventors"
mentor|n,mentor,n,40,"mentor, mentors"
mummy|n,mummy,n,40,"mummy, mummies"
ninth|n,ninth,n,40,"ninth, ninths"
occupy|v,occupy,v,40,"occupy, occupied, occupies, occupying"
pamphlet|n,pamphlet,n,40,"pamphlet, pamphlets"
pause|v,pause,v,40,"pause, paused, pauses, pausing"
pretentious|j,pretentious,j,40,pretentious
ranch|n,ranch,n,40,"ranch, ranches"
reverse|j,reverse,j,40,reverse
rooster|n,rooster,n,40,"rooster, roosters"
scramble|v,scramble,v,40,"scramble, scrambled, scrambles, scrambling"
scrape|v,scrape,v,40,"scrape, scraped, scrapes, scraping"
sensation|n,sensation,n,40,"sensation, sensations"
shuttle|n,shuttle,n,40,"shuttle, shuttles"
stall|v,stall,v,40,"stall, stalled, stalling, stalls"
storm|v,storm,v,40,"storm, stormed, storming, storms"
summon|v,summon,v,40,"summon, summoned, summoning, summons"
tad|n,tad,n,40,"tad, tads"
tan|v,tan,v,40,"tan, tanned, tanning, tans"
tango|n,tango,n,40,"tango, tangos, tangoes"
teeny|j,teeny,j,40,"teeny, teenier, teeniest"
tenth|m,tenth,m,40,"tenth, tenths"
thirty-six|m,thirty-six,m,40,thirty-six
thrill|n,thrill,n,40,"thrill, thrills"
trash|v,trash,v,40,"trash, trashed, trashes, trashing"
twenty-nine|m,twenty-nine,m,40,twenty-nine
unexpected|j,unexpected,j,40,unexpected
unicorn|n,unicorn,n,40,"unicorn, unicorns"
unknown|j,unknown,j,40,unknown
unpack|v,unpack,v,40,"unpack, unpacked, unpacking, unpacks"
useful|j,useful,j,40,useful
variety|n,variety,n,40,"variety, varieties"
vicious|j,vicious,j,40,vicious
voter|n,voter,n,40,"voter, voters"
warning|n,warning,n,40,"warning, warnings"
writing|n,writing,n,40,"writing, writings"
photograph|n,photograph,n,40,"photograph, photographs"
jerky|n,jerky,n,40,jerky
manure|n,manure,n,40,"manure, manures"
razor|n,razor,n,40,"razor, razors"
animate|v,animate,v,39,"animate, animated, animates, animating"
ATM|abbr,ATM,abbr,39,"ATM, ATMs"
atmosphere|n,atmosphere,n,39,"atmosphere, atmospheres"
boundary|n,boundary,n,39,"boundary, boundaries"
cardboard|n,cardboard,n,39,"cardboard, cardboards"
cherish|v,cherish,v,39,"cherish, cherished, cherishes, cherishing"
civilization|n,civilization,n,39,"civilization, civilizations"
commander|n,commander,n,39,"commander, commanders"
conquer|v,conquer,v,39,"conquer, conquered, conquering, conquers"
convenience|n,convenience,n,39,"convenience, conveniences"
cook|n,cook,n,39,"cook, cooks"
cram|v,cram,v,39,"cram, crammed, cramming, crams"
deadline|n,deadline,n,39,"deadline, deadlines"
detector|n,detector,n,39,"detector, detectors"
dresser|n,dresser,n,39,"dresser, dressers"
elegant|j,elegant,j,39,elegant
empire|n,empire,n,39,"empire, empires"
extraordinary|j,extraordinary,j,39,extraordinary
grandson|n,grandson,n,39,"grandson, grandsons"
helpless|j,helpless,j,39,helpless
hike|n,hike,n,39,"hike, hikes"
historical|j,historical,j,39,historical
homeless|n,homeless,n,39,homeless
hottie|n,hottie,n,39,"hottie, hotties"
identical|j,identical,j,39,identical
initiate|v,initiate,v,39,"initiate, initiated, initiates, initiating"
investigate|v,investigate,v,39,"investigate, investigated, investigates, investigating"
itch|v,itch,v,39,"itch, itched, itches, itching"
Jell-O|K,Jell-O,K,39,Jell-O
juvenile|j,juvenile,j,39,juvenile
lack|v,lack,v,39,"lack, lacked, lacking, lacks"
Latin|K,Latin,K,39,Latin
luggage|n,luggage,n,39,luggage
mannequin|n,mannequin,n,39,"mannequin, mannequins"
motivate|v,motivate,v,39,"motivate, motivated, motivates, motivating"
niece|n,niece,n,39,"niece, nieces"
passport|n,passport,n,39,"passport, passports"
pharmacist|n,pharmacist,n,39,"pharmacist, pharmacists"
pitcher|n,pitcher,n,39,"pitcher, pitchers"
planetarium|n,planetarium,n,39,"planetarium, planetaria, planetariums"
poisoning|n,poisoning,n,39,"poisoning, poisonings"
policeman|n,policeman,n,39,"policeman, policemen"
precisely|r,precisely,r,39,precisely
profile|n,profile,n,39,"profile, profiles"
reconsider|v,reconsider,v,39,"reconsider, reconsidered, reconsidering, reconsiders"
ritual|n,ritual,n,39,"ritual, rituals"
robbery|n,robbery,n,39,"robbery, robberies"
self-esteem|n,self-esteem,n,39,self-esteem
semen|n,semen,n,39,semen
six-pack|n,six-pack,n,39,"six-pack, six-packs"
sleigh|n,sleigh,n,39,"sleigh, sleighs"
spontaneous|j,spontaneous,j,39,spontaneous
stat|n,stat,n,39,"stat, stats"
stunning|j,stunning,j,39,stunning
supper|n,supper,n,39,"supper, suppers"
tab|n,tab,n,39,"tab, tabs"
thirty-four|m,thirty-four,m,39,thirty-four
thirty-seven|m,thirty-seven,m,39,thirty-seven
toast|v,toast,v,39,"toast, toasted, toasting, toasts"
tolerate|v,tolerate,v,39,"tolerate, tolerated, tolerates, tolerating"
translate|v,translate,v,39,"translate, translated, translates, translating"
tuxedo|n,tuxedo,n,39,"tuxedo, tuxedoes, tuxedos"
wand|n,wand,n,39,"wand, wands"
wipe|n,wipe,n,39,"wipe, wipes"
dimension|n,dimension,n,39,"dimension, dimensions"
serial|j,serial,j,39,serial
toll|n,toll,n,39,"toll, tolls"
affection|n,affection,n,38,"affection, affections"
African-American|K,African-American,K,38,"African-American, African-Americans"
anchor|v,anchor,v,38,"anchor, anchors"
anthropology|n,anthropology,n,38,anthropology
atom|n,atom,n,38,"atom, atoms"
author|v,author,v,38,"author, authors"
blend|v,blend,v,38,"blend, blended, blending, blends, blent"
blink|v,blink,v,38,"blink, blinked, blinking, blinks"
blonde|n,blonde,n,38,"blonde, blondes"
brakes|n,brakes,n,38,brakes
breed|v,breed,v,38,"breed, bred, breeding, breeds"
brochure|n,brochure,n,38,"brochure, brochures"
clay|n,clay,n,38,clay
coin|v,coin,v,38,"coin, coined, coining, coins"
coitus|n,coitus,n,38,coitus
correction|n,correction,n,38,"correction, corrections"
curly|j,curly,j,38,"curly, curlier, curliest"
custody|n,custody,n,38,custody
direct|j,direct,j,38,"direct, directer, directest"
diversity|n,diversity,n,38,"diversity, diversities"
dodge|v,dodge,v,38,"dodge, dodged, dodges, dodging"
drain|v,drain,v,38,"drain, drained, draining, drains"
dye|v,dye,v,38,"dye, dyed, dyeing, dyes"
dynamite|n,dynamite,n,38,"dynamite, dynamites"
equation|n,equation,n,38,"equation, equations"
errand|n,errand,n,38,"errand, errands"
exclusive|j,exclusive,j,38,exclusive
halftime|n,halftime,n,38,"halftime, halftimes"
hearing|n,hearing,n,38,"hearing, hearings"
hoop|n,hoop,n,38,"hoop, hoops"
hunk|n,hunk,n,38,"hunk, hunks"
invade|v,invade,v,38,"invade, invaded, invades, invading"
invasion|n,invasion,n,38,"invasion, invasions"
jealousy|n,jealousy,n,38,"jealousy, jealousies"
jingle|v,jingle,v,38,"jingle, jingled, jingles, jingling"
judgmental|j,judgmental,j,38,"judgmental, judgemental"
kingdom|n,kingdom,n,38,"kingdom, kingdoms"
label|v,label,v,38,"label, labeled, labeling, labels"
lollipop|n,lollipop,n,38,"lollipop, lollipops, lollypop, lollypops"
lying|n,lying,n,38,"lying, lyings"
manipulate|v,manipulate,v,38,"manipulate, manipulated, manipulates, manipulating"
max|n,max,n,38,"max, maxes"
mechanic|n,mechanic,n,38,"mechanic, mechanics"
mode|n,mode,n,38,"mode, modes"
narrow|v,narrow,v,38,"narrow, narrowed, narrowing, narrows"
oath|n,oath,n,38,"oath, oaths"
odor|n,odor,n,38,"odor, odors"
outstanding|j,outstanding,j,38,outstanding
owl|n,owl,n,38,"owl, owls"
pope|n,pope,n,38,"pope, popes"
pursuit|n,pursuit,n,38,"pursuit, pursuits"
rely|v,rely,v,38,"rely, relied, relies, relying"
reputation|n,reputation,n,38,"reputation, reputations"
restore|v,restore,v,38,"restore, restored, restores, restoring"
rhyme|v,rhyme,v,38,"rhyme, rhymed, rhymes, rhyming"
rum|n,rum,n,38,"rum, rums"
scoop|n,scoop,n,38,"scoop, scoops"
screw|n,screw,n,38,"screw, screws"
scrotum|n,scrotum,n,38,"scrotum, scrota, scrotums"
spoiler|n,spoiler,n,38,"spoiler, spoilers"
superstar|n,superstar,n,38,"superstar, superstars"
surface|n,surface,n,38,"surface, surfaces"
teens|n,teens,n,38,teens
tweet|v,tweet,v,38,"tweet, tweeted, tweeting, tweets"
two thousand|m,two thousand,m,38,two thousand
undercover|j,undercover,j,38,undercover
veteran|n,veteran,n,38,"veteran, veterans"
viewer|n,viewer,n,38,"viewer, viewers"
wax|v,wax,v,38,"wax, waxed, waxes, waxing"
whine|v,whine,v,38,"whine, whined, whines, whining"
windshield|n,windshield,n,38,"windshield, windshields"
bait|n,bait,n,38,"bait, baits"
epic|j,epic,j,38,epic
working|j,working,j,38,working
shovel|n,shovel,n,38,"shovel, shovels"
execute|v,execute,v,37,"execute, executed, executes, executing"
experiment|v,experiment,v,37,"experiment, experimented, experimenting, experiments"
fireplace|n,fireplace,n,37,"fireplace, fireplaces"
flee|v,flee,v,37,"flee, fled, fleeing, flees"
flood|n,flood,n,37,"flood, floods"
half-hour|n,half-hour,n,37,"half-hour, half-hours"
heritage|n,heritage,n,37,"heritage, heritages"
housewife|n,housewife,n,37,"housewife, housewives"
instructor|n,instructor,n,37,"instructor, instructors"
leftover|n,leftover,n,37,"leftover, leftovers"
lieutenant|n,lieutenant,n,37,"lieutenant, lieutenants"
lovable|j,lovable,j,37,lovable
mayonnaise|n,mayonnaise,n,37,"mayonnaise, mayonnaises"
microphone|n,microphone,n,37,"microphone, microphones"
nudity|n,nudity,n,37,nudity
obligation|n,obligation,n,37,"obligation, obligations"
obsession|n,obsession,n,37,"obsession, obsessions"
patrol|n,patrol,n,37,"patrol, patrols"
salty|j,salty,j,37,"salty, saltier, saltiest"
schnapps|n,schnapps,n,37,"schnapps, schnaps"
setup|n,setup,n,37,"setup, setups"
shortly|r,shortly,r,37,shortly
sour|j,sour,j,37,"sour, sourer, sourest"
spectacular|j,spectacular,j,37,spectacular
steroid|n,steroid,n,37,"steroid, steroids"
stomp|v,stomp,v,37,"stomp, stomps, stomped, stomping"
survival|n,survival,n,37,"survival, survivals"
sweatshirt|n,sweatshirt,n,37,"sweatshirt, sweatshirts"
swell|j,swell,j,37,swell
theirs|fw,theirs,fw,37,theirs
traitor|n,traitor,n,37,"traitor, traitors"
uptight|j,uptight,j,37,uptight
wait|n,wait,n,37,"wait, waits"
arrival|n,arrival,n,37,"arrival, arrivals"
autograph|v,autograph,v,37,"autograph, autographed, autographing, autographs"
babysit|v,babysit,v,37,"babysit, babysat, babysits, babysitting"
backstage|r,backstage,r,37,backstage
bond|n,bond,n,37,"bond, bonds"
boogie|n,boogie,n,37,"boogie, boogies"
busboy|n,busboy,n,37,"busboy, busboys"
buttocks|n,buttocks,n,37,buttocks
camel|n,camel,n,37,"camel, camels"
cattle|n,cattle,n,37,cattle
chalk|n,chalk,n,37,"chalk, chalks"
cheater|n,cheater,n,37,"cheater, cheaters"
clone|n,clone,n,37,"clone, clones"
cobra|n,cobra,n,37,"cobra, cobras"
contribution|n,contribution,n,37,"contribution, contributions"
cough|v,cough,v,37,"cough, coughed, coughing, coughs"
devote|v,devote,v,37,"devote, devoted, devotes, devoting"
dip|v,dip,v,37,"dip, dipped, dipping, dips"
doodle|v,doodle,v,37,"doodle, doodled, doodles, doodling"
ease|v,ease,v,37,"ease, eased, eases, easing"
erection|n,erection,n,37,"erection, erections"
harm|v,harm,v,37,"harm, harmed, harming, harms"
ideal|j,ideal,j,37,ideal
lease|n,lease,n,37,"lease, leases"
legendary|j,legendary,j,36,legendary
absurd|j,absurd,j,36,"absurd, absurder, absurdest"
additional|j,additional,j,36,additional
advertise|v,advertise,v,36,"advertise, advertised, advertises, advertising"
appetizer|n,appetizer,n,36,"appetizer, appetizers"
attraction|n,attraction,n,36,"attraction, attractions"
blow|n,blow,n,36,"blow, blows"
brick|n,brick,n,36,"brick, bricks"
canned|j,canned,j,36,canned
caterer|n,caterer,n,36,"caterer, caterers"
center|j,center,j,36,center
chilly|j,chilly,j,36,"chilly, chillier, chilliest"
classmate|n,classmate,n,36,"classmate, classmates"
conclude|v,conclude,v,36,"conclude, concluded, concludes, concluding"
consult|v,consult,v,36,"consult, consulted, consulting, consults"
correctly|r,correctly,r,36,correctly
cozy|j,cozy,j,36,"cozy, cozier, coziest"
curiosity|n,curiosity,n,36,"curiosity, curiosities"
dorm|n,dorm,n,36,"dorm, dorms"
educate|v,educate,v,36,"educate, educated, educates, educating"
educational|j,educational,j,36,educational
enthusiasm|n,enthusiasm,n,36,"enthusiasm, enthusiasms"
filth|n,filth,n,36,filth
fitness|n,fitness,n,36,fitness
forgiveness|n,forgiveness,n,36,forgiveness
foul|n,foul,n,36,"foul, fouls"
genitals|n,genitals,n,36,genitals
goddamned|j,goddamned,j,36,goddamned
guess|n,guess,n,36,"guess, guesses"
gutter|n,gutter,n,36,"gutter, gutters"
heroin|n,heroin,n,36,heroin
horribly|r,horribly,r,36,horribly
household|n,household,n,36,"household, households"
HR|abbr,HR,abbr,36,HR
infinite|j,infinite,j,36,infinite
inject|v,inject,v,36,"inject, injected, injecting, injects"
leaf|n,leaf,n,36,"leaf, leaves"
leap|v,leap,v,36,"leap, leaped, leaping, leaps, leapt"
leap|n,leap,n,36,"leap, leaps"
link|n,link,n,36,"link, links"
loving|j,loving,j,36,loving
manly|j,manly,j,36,"manly, manlier, manliest"
many|j,many,j,36,many
masterpiece|n,masterpiece,n,36,"masterpiece, masterpieces"
obnoxious|j,obnoxious,j,36,obnoxious
Olympic|K,Olympic,K,36,Olympic
opener|n,opener,n,36,"opener, openers"
orientation|n,orientation,n,36,"orientation, orientations"
origin|n,origin,n,36,"origin, origins"
orphan|n,orphan,n,36,"orphan, orphans"
penalty|n,penalty,n,36,"penalty, penalties"
residence|n,residence,n,36,"residence, residences"
reverse|v,reverse,v,36,"reverse, reversed, reverses, reversing"
shallow|j,shallow,j,36,"shallow, shallower, shallowest"
shipment|n,shipment,n,36,"shipment, shipments"
siren|n,siren,n,36,"siren, sirens"
soothe|v,soothe,v,36,"soothe, soothed, soothes, soothing"
spank|v,spank,v,36,"spank, spanked, spanking, spanks"
strict|j,strict,j,36,"strict, stricter, strictest"
strongly|r,strongly,r,36,strongly
superpower|n,superpower,n,36,"superpower, superpowers"
violin|n,violin,n,36,"violin, violins"
volunteer|j,volunteer,j,36,volunteer
wake-up|n,wake-up,n,36,"wake-up, wake-ups"
mass|j,mass,j,36,mass
scent|n,scent,n,36,"scent, scents"
grip|n,grip,n,36,"grip, grips"
recorder|n,recorder,n,35,"recorder, recorders"
acceptance|n,acceptance,n,35,"acceptance, acceptances"
acquaintance|n,acquaintance,n,35,"acquaintance, acquaintances"
acquire|v,acquire,v,35,"acquire, acquired, acquires, acquiring"
alrighty|u,alrighty,u,35,alrighty
alternative|n,alternative,n,35,"alternative, alternatives"
anxious|j,anxious,j,35,anxious
applaud|v,applaud,v,35,"applaud, applauded, applauding, applauds"
baloney|n,baloney,n,35,baloney
capacity|n,capacity,n,35,"capacity, capacities"
childish|j,childish,j,35,childish
circle|v,circle,v,35,"circle, circled, circles, circling"
cola|n,cola,n,35,"cola, colas"
comment|v,comment,v,35,"comment, commented, commenting, comments"
detect|v,detect,v,35,"detect, detected, detecting, detects"
equal|v,equal,v,35,"equal, equaled, equaling, equals"
exotic|j,exotic,j,35,exotic
giggle|v,giggle,v,35,"giggle, giggled, giggles, giggling"
gnome|n,gnome,n,35,"gnome, gnomes"
guidance|n,guidance,n,35,guidance
historic|j,historic,j,35,historic
kiddo|n,kiddo,n,35,"kiddo, kiddoes, kiddos"
